epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,42.7185,2.69096,4.39689,2.34586,0.8201,0.16667,0.33436,0.13236,1.72792,3.73463,2.35405,0.000808828,0.000808828,0.000808828
54,43.4345,0.92109,1.87463,1.15404,0.69505,0.16667,0.30482,0.16354,1.67814,4.21235,2.08521,0.000792325,0.000792325,0.000792325
55,44.1133,1.18724,1.87266,1.41099,0.62454,0.16667,0.30143,0.18476,1.6753,4.31038,2.24749,0.000775822,0.000775822,0.000775822
56,44.8511,1.01005,1.84299,1.62224,0.6661,0.16667,0.24189,0.13411,1.58729,4.22664,2.15416,0.000759318,0.000759318,0.000759318
57,45.5846,1.11385,1.53464,1.2343,0.70851,0.16667,0.22721,0.14658,1.56036,4.34611,1.88305,0.000742815,0.000742815,0.000742815
58,46.344,1.06992,1.53201,1.12179,0.70156,0.16667,0.25194,0.13741,1.64001,4.26319,1.98076,0.000726312,0.000726312,0.000726312
59,47.0918,1.04288,1.4692,1.21498,0.65409,0.16667,0.19706,0.11264,1.71974,4.05683,1.92179,0.000709809,0.000709809,0.000709809
60,47.8401,0.99332,3.11899,1.16637,0.48736,0.22917,0.22028,0.11799,1.78224,3.6315,1.89971,0.000693305,0.000693305,0.000693305
61,48.5625,1.04372,1.36472,1.16804,0.65582,0.16667,0.21012,0.11733,1.77606,3.42042,1.83587,0.000676802,0.000676802,0.000676802
62,49.2605,0.95117,1.43107,1.14456,0.65324,0.16667,0.14751,0.09084,1.7069,3.46142,1.79016,0.000660299,0.000660299,0.000660299
63,49.9391,0.48617,4.5657,0.56999,0.73047,0.16667,0.19539,0.14137,1.5941,3.59289,1.86922,0.000643795,0.000643795,0.000643795
64,50.6211,1.06523,1.69686,1.12547,0.73245,0.16667,0.19682,0.15922,1.541,3.63202,1.75933,0.000627292,0.000627292,0.000627292
65,51.336,0.66082,1.75511,0.83701,0.74457,0.16667,0.22943,0.14604,1.5084,3.52235,1.69231,0.000610789,0.000610789,0.000610789
66,52.0508,0.82594,2.03527,1.15502,0.73881,0.16667,0.22204,0.13106,1.63487,3.66125,1.72164,0.000594286,0.000594286,0.000594286
67,52.7732,0.89301,1.2484,1.00642,0.73906,0.16667,0.22314,0.13738,1.59279,3.60834,1.71715,0.000577782,0.000577782,0.000577782
68,53.5233,1.02326,1.27676,1.10619,0.51426,0.22917,0.20288,0.1053,1.57579,3.40744,1.67644,0.000561279,0.000561279,0.000561279
69,54.4519,0.84268,1.51216,1.2177,0.17884,0.41667,0.17651,0.0862,1.55701,3.67787,1.7097,0.000544776,0.000544776,0.000544776
70,55.2949,0.80864,1.36138,1.09851,0.25693,0.3125,0.23671,0.10363,1.59978,3.57963,1.73807,0.000528272,0.000528272,0.000528272
71,56.0997,1.09053,1.41247,1.08504,0.2775,0.47917,0.2581,0.12248,1.53017,3.29406,1.62614,0.000511769,0.000511769,0.000511769
72,56.9062,1.05937,2.63667,1.13869,0.25095,0.47917,0.27703,0.14827,1.4969,3.41685,1.64319,0.000495266,0.000495266,0.000495266
73,57.7342,0.72353,1.33722,0.88779,0.21014,0.35417,0.1961,0.10065,1.55699,3.68819,1.65511,0.000478762,0.000478762,0.000478762
74,58.5507,0.85764,1.37267,1.10117,0.19119,0.35417,0.17669,0.09006,1.5667,3.94593,1.67053,0.000462259,0.000462259,0.000462259
75,59.3598,0.9441,1.59369,0.9932,0.18888,0.41287,0.15057,0.07625,1.63636,3.90201,1.72667,0.000445756,0.000445756,0.000445756
76,60.1498,2.25068,3.19857,2.8328,0.13213,0.1875,0.11412,0.06323,1.64785,3.49582,1.78706,0.000429253,0.000429253,0.000429253
77,60.9419,1.35163,1.8565,1.32191,0.1687,0.1875,0.14718,0.08718,1.64639,3.26535,1.82785,0.000412749,0.000412749,0.000412749
78,61.7061,0.71497,1.05722,1.04146,0.2093,0.1875,0.15374,0.09696,1.54843,3.2551,1.73653,0.000396246,0.000396246,0.000396246
79,62.4756,0.77402,1.15488,0.93419,0.32096,0.25,0.22868,0.11161,1.4676,3.2209,1.68443,0.000379743,0.000379743,0.000379743
80,63.2218,0.91982,1.11435,1.04505,0.22939,0.41667,0.25054,0.10214,1.49739,3.19667,1.64755,0.000363239,0.000363239,0.000363239
81,63.958,0.64071,1.23759,1.03067,0.22672,0.47917,0.25639,0.15176,1.55263,2.98648,1.67315,0.000346736,0.000346736,0.000346736
82,64.7521,0.88117,1.47425,1.2768,0.36005,0.1875,0.27611,0.17013,1.53028,2.72873,1.63976,0.000330233,0.000330233,0.000330233
83,65.5542,1.19291,1.95777,1.24711,0.39975,0.24937,0.31802,0.2128,1.47415,2.6774,1.60339,0.000313729,0.000313729,0.000313729
84,66.3595,0.60276,1.20987,0.93349,0.39967,0.24919,0.32552,0.21963,1.48476,2.55873,1.56307,0.000297226,0.000297226,0.000297226
85,67.1759,0.64492,1.01854,0.89647,0.27912,0.31627,0.34706,0.23996,1.47684,2.45101,1.5549,0.000280723,0.000280723,0.000280723
86,67.998,0.51645,1.16406,0.90159,0.36779,0.50175,0.36773,0.24922,1.44354,2.37878,1.51798,0.00026422,0.00026422,0.00026422
87,68.8262,0.73321,1.13692,0.90845,0.35128,0.41667,0.36774,0.24143,1.42687,2.32726,1.50716,0.000247716,0.000247716,0.000247716
88,69.6655,0.66797,1.05792,0.96502,0.38357,0.41667,0.39118,0.26185,1.49332,2.43429,1.54852,0.000231213,0.000231213,0.000231213
89,70.4885,0.58157,0.87035,0.91417,0.58686,0.35417,0.39363,0.24848,1.54417,2.42152,1.58341,0.00021471,0.00021471,0.00021471
90,71.3352,0.55576,0.94714,0.9841,0.60209,0.35417,0.40374,0.25425,1.5631,2.38155,1.58999,0.000198206,0.000198206,0.000198206
91,72.7049,0.53372,1.13206,0.91471,0.60069,0.35417,0.40361,0.25727,1.5884,2.47549,1.58876,0.000181703,0.000181703,0.000181703
92,73.5868,0.61011,2.17823,0.86588,0.54735,0.35417,0.36012,0.23227,1.57402,2.63089,1.60242,0.0001652,0.0001652,0.0001652
93,74.3802,0.52949,1.30236,0.94416,0.55703,0.35417,0.3717,0.23666,1.57635,2.65246,1.62143,0.000148696,0.000148696,0.000148696
94,75.1815,0.83392,1.72518,1.35608,0.58251,0.35417,0.3804,0.23957,1.59629,2.63297,1.65375,0.000132193,0.000132193,0.000132193
95,75.9733,0.56188,1.62827,0.95422,0.69963,0.33489,0.40816,0.24783,1.6299,2.63213,1.70845,0.00011569,0.00011569,0.00011569
96,76.7855,0.62919,1.31226,0.93515,0.59757,0.35417,0.38623,0.22358,1.66013,2.66162,1.73506,9.91865e-05,9.91865e-05,9.91865e-05
97,77.5837,0.59156,1.98809,1.13982,0.58801,0.35417,0.36793,0.20668,1.69262,2.72089,1.7834,8.26832e-05,8.26832e-05,8.26832e-05
98,78.3935,0.68033,1.68103,0.95602,0.59029,0.35417,0.38115,0.20609,1.723,2.70227,1.8033,6.61799e-05,6.61799e-05,6.61799e-05
99,79.1838,0.58469,1.72604,1.04807,0.60012,0.35417,0.37959,0.20534,1.74488,2.68116,1.81855,4.96766e-05,4.96766e-05,4.96766e-05
100,79.969,0.85402,2.4805,1.17213,0.54118,0.35417,0.38267,0.2093,1.75265,2.66058,1.80163,3.31733e-05,3.31733e-05,3.31733e-05
